sentence,difficulty
"However, these observations were obtained under controlled conditions, and the exposure of larvae according to an environmentally realistic scenario of ingestion of contaminated crop plant leaves has never yet been undertaken.",C2
"He stays in bed for a quarter of an hour in the dark before getting up, to make the night last.",A2
"However, today, this is a massive challenge facing our country.",B2
"We're always on Zoom meetings, well, I never have the opportunity to look at my face when he's focused",B1
Importers also undertake to pay a deposit and to favor lasting commercial relations with producers.,C1
What does the prince never tire of?,B1
You took a shower and went to bed.,A2
"In short, democracy has bleached temples.",B2
"If you go on vacation with us, I would be delighted.",B1
Where will we go on vacation next year?,A1
"It's a chance for him, he'll earn a little more money.",B1
A secretary will be hired by the director,B1
"While driving a vehicle, you cannot make phone calls.",B1
"Thanks, that's nice.",A1
He took his umbrella and went out.,A2
We can go out every day to bars or clubs,A1
"And thanks to these encouraging new resolutions, I sleep much better now!",B1
They would thus found a race of mortals who would bring back to earth the grace of the exiled gods.,B2
The artist painted a landscape that he had seen,C2
"The Philae robot is dozing on the comet “Tchouri”, after a historic mission which kept us in suspense and allowed us to collect data which could help to understand the origins of life on Earth.",B2
"More than one took a voluntary shift in the parrot bars, who would have cursed such a chore under any other circumstances.",C1
I'm careful.,A1
"At the end of school, boys perform better on exercises requiring reflection.",B2
"Dzinkowski, (Dzinkowski, 2000), some studies estimate that 50 to 90% of the value created by companies comes from the exploitation of their intellectual assets",C2
"He saw a large number of snakes which, arriving near a certain rock, touched it with an herb which they held in their mouths.",B1
Can you give us a little more detail?,A2
You drink wine.,A1
"The legs are obviously designed to be shod, and we have shoes.",B2
It is marked by a resumption of the controversy over Work Support Centers.,B1
"Before, I told myself that my life was a tragedy.",B1
So we completely modify the psychology of the student within the class group itself.,C1
Terror mixed with affection appeared on his face.,C2
"When Arthur finally came home, I would celebrate him by jumping around, and he would take me out for our walk in the park, caressing behind the ears and laughing. Then we would meet up with some friends",C1
I had to open the window to breathe; my blood burned as it circulated through my veins.,C2
These organic molecules could be collected using the ground sample (which then had to be reheated before it could be analyzed) but not only that.,B2
"The ambitious has long teeth but to succeed, the ambitious must be careful and perseverant otherwise they can break their teeth.",B2
Do you have any statements to make on this subject?,A2
"No, don't go out and play without protection!",A2
"In the village, there are pros and cons. But the enthusiasts are the most numerous.",A2
I had a bit of a special weekend.,A1
I am going to leave.,A1
"When we are little, we learn to walk from eight months old.",A2
"In second place, the French include good manners, then a sense of responsibility.",B2
"For almost every country, we can roughly draw the following diagram: the court is normally the center of taste, manners and ideas coming from France and some of these attitudes are imitated by the solicitors who gravitate around the aristocracy and the senior domestic staff.",C2
And dashing.,B2
"The neighborhood is quiet and pleasant, and not too far from the University",A1
And how does the conservatory finance coastal protection and public reception?,C1
