sentence,difficulty
"Après lui avoir fait parcourir une bonne lieue, à pied, dans l'obscurité rendue apparemment plus profonde par les feux des bivouacs qui éclairaient de toutes parts l'horizon, l'adjudant remit Fabrice à un officier de gendarmerie qui, d'un air sérieux, lui demanda : lui pour ses papiers.",C1
Vous avez étudié sérieusement et réussi sans le moindre effort de votre part.,B1
Tu es très gentil.,A1
Le département a apporté une aide financière à tous les lycéens ayant obtenu leur baccalauréat avec la mention « très bien ».,B2
La compétence fiscale des communes est réduite car elle dépend du droit cantonal.,B2
"Enfin, au Moyen-Orient, la fête des mères a lieu le premier jour du printemps, le 21 mars.",B2
"Cependant, ces observations ont été obtenues dans des conditions contrôlées et l’exposition des larves selon un scénario réaliste d’ingestion de feuilles de plantes cultivées contaminées n’a encore jamais été entreprise.",C2
"Il reste au lit un quart d'heure dans le noir avant de se lever, pour faire durer la nuit.",A2
"Cependant, il s’agit aujourd’hui d’un défi majeur auquel notre pays est confronté.",B2
"On est toujours en réunion Zoom, et bien, j'ai jamais l'occasion de me regarder en face quand il est concentré",B1
Les importateurs s'engagent également à verser une caution et à privilégier des relations commerciales durables avec les producteurs.,C1
De quoi le prince ne se lasse-t-il jamais ?,B1
Vous avez pris une douche et vous êtes couché.,A2
"Bref, la démocratie a blanchi les temples.",B2
"Si vous partez en vacances avec nous, j'en serais ravi.",B1
Où irons-nous en vacances l’année prochaine ?,A1
"C'est une chance pour lui, il gagnera un peu plus d'argent.",B1
Une secrétaire sera embauchée par le directeur,B1
"Lorsque vous conduisez un véhicule, vous ne pouvez pas passer d'appels téléphoniques.",B1
"Merci, c'est sympa.",A1
Il prit son parapluie et sortit.,A2
Nous pouvons sortir tous les jours dans des bars ou des clubs,A1
"Et grâce à ces nouvelles résolutions encourageantes, je dors beaucoup mieux désormais !",B1
Ils fonderaient ainsi une race de mortels qui ramèneraient sur terre la grâce des dieux exilés.,B2
L'artiste a peint un paysage qu'il avait vu,C2
"Le robot Philae somnole sur la comète « Tchouri », après une mission historique qui nous a tenus en haleine et permis de récolter des données qui pourraient aider à comprendre les origines de la vie sur Terre.",B2
"Plus d'un a pris un virage volontaire dans les bars à perroquets, qui auraient maudit une telle corvée en toute autre circonstance.",C1
Je suis prudent.,A1
"À la fin de l’école, les garçons réussissent mieux aux exercices qui demandent de la réflexion.",B2
"Dzinkowski, (Dzinkowski, 2000), certaines études estiment que 50 à 90 % de la valeur créée par les entreprises provient de l'exploitation de leurs actifs intellectuels.",C2
"Il aperçut un grand nombre de serpents qui, arrivant près d'un certain rocher, le touchèrent avec une herbe qu'ils tenaient dans leur bouche.",B1
Pouvez-vous nous donner un peu plus de détails ?,A2
Tu bois du vin.,A1
"Les jambes sont évidemment conçues pour être chaussées, et nous avons des chaussures.",B2
Elle est marquée par une reprise de la polémique sur les Centres d'Aide au Travail.,B1
"Avant, je me disais que ma vie était une tragédie.",B1
On modifie donc complètement la psychologie de l'élève au sein même du groupe classe.,C1
Une terreur mêlée d'affection apparut sur son visage.,C2
"Quand Arthur rentrait enfin à la maison, je le célébrais en sautant partout, et il m'emmenait faire une promenade dans le parc, me caressant derrière les oreilles et riant. Ensuite, nous retrouverions des amis",C1
J'ai dû ouvrir la fenêtre pour respirer ; mon sang brûlait en circulant dans mes veines.,C2
Ces molécules organiques pouvaient être collectées à partir de l’échantillon broyé (qu’il fallait ensuite réchauffer avant de pouvoir être analysé) mais pas seulement.,B2
"L’ambitieux a les dents longues mais pour réussir, l’ambitieux doit être prudent et persévérant sinon il risque de se casser les dents.",B2
Avez-vous des déclarations à faire à ce sujet ?,A2
"Non, ne sortez pas et jouez sans protection !",A2
"Au village, il y a du pour et du contre. Mais les passionnés sont les plus nombreux.",A2
J'ai passé un week-end un peu spécial.,A1
Je vais partir.,A1
"Quand on est petit, on apprend à marcher dès huit mois.",A2
"En second lieu, les Français incluent le savoir-vivre, puis le sens des responsabilités.",B2
"Pour presque tous les pays, on peut tracer grossièrement le schéma suivant : la cour est normalement le centre du goût, des mœurs et des idées venant de France et certaines de ces attitudes sont imitées par les notaires qui gravitent autour de l'aristocratie et des hauts fonctionnaires de maison.",C2
Et fringant.,B2
"Le quartier est calme et agréable, et pas trop loin de l'Université",A1
Et comment le conservatoire finance-t-il la protection du littoral et l’accueil du public ?,C1
Cet indicateur n'était que de 40 % chez les femmes en 2009.,A2
"On annonça que nous avions servi ; J'offris à Ellénore mon bras, qu'elle ne put refuser.",C1
"Forcée d'admettre que je ne faisais preuve d'aucune disposition particulière ni de talent caché, ma mère a fini par conclure, comme tant d'autres mères avant elle, qu'il ne me restait qu'une seule solution : la diplomatie.",C2
Le monde est divisé en deux catégories : ceux qui ont une arme chargée et ceux qui creusent.,B2
"De plus, le souvenir du roman facilitait la compréhension du livret, elle suivait l'intrigue phrase par phrase, tandis que les pensées insaisissables qui lui revenaient se dispersaient aussitôt sous les rafales de la musique.",C2
"Celui qui, à 65 ans, apprécie toujours ses visites en classes, estime que les parents ont parfois trop négligé des choses très simples.",C2
"Il avait marché brûlant, téméraire et damné, les paupières frémissantes sur ses pupilles épaisses, noires de la douleur d'une participation qui devait, quatre siècles plus tard, faire de lui une victime lorsqu'il sentit dans sa propre gorge l'écho du cri qui lui était venu. une fois parcouru la Piazza Montanara : « Roba Vecchia ! - la dégradation au prix de laquelle son peuple avait survécu.",C2
"Conscient de sa popularité plutôt faible, il a par la suite renoncé à briguer un nouveau mandat présidentiel.",C1
"Dans les thérapies cognitives et comportementales (TCC) des addictions, nous apprenons à utiliser des stratégies pour résister aux pulsions irrépressibles.",C2
Les activités ne manquent pas !,A1
Tous les lundis c'est la même chose,A1
"« On s'est alors dit que le terrain commençait à être favorable à l'informatique », raconte David Wilgenbus.",B1
"De plus, les agences de réglementation nationales de notre pays exigent de nous davantage de qualité, de sécurité et de fiabilité.",B2
Vous regardez la télévision.,A1
"Cette communauté arctique d'une centaine d'âmes, isolée sur une île de la mer de Beaufort, a catalogué les changements observés depuis le début des années 1990 : hivers moins rigoureux, montée du niveau de la mer, formation plus tardive des glaces. en saison et dégel avancé, fonte du pergélisol, arrivée de nouvelles espèces animales (merles, saumons).",C1
"Ses idées semblaient surgir à travers les obstacles, et sortir de cette lutte plus agréables, plus naïves et plus nouvelles ; parce que les idiomes étrangers rajeunissent les pensées et les débarrassent de ces expressions qui les font paraître tour à tour communes et affectées.",C2
J'ai reçu le lecteur DVD portable.,A1
"Un jour, en faisant du sport, j'ai pris le ballon au nez.",A2
Mais les femmes qui ont choisi d’autres disciplines scientifiques avouent qu’elles n’avaient même pas envisagé cette possibilité.,B2
Je souhaite prendre rendez-vous pour mon dos.,A2
Est-ce que ça va durer encore longtemps ?,A2
"En buvant de l’eau, vous aidez votre corps à trouver son équilibre.",B1
"Et ça, c'est à cause de l'école, parce que l'école les dégoûtait, ils ne voulaient plus apprendre ; alors maintenant ils sont dans la rue et ils font n'importe quoi.",A2
Cette histoire ne ressemble pas à celle de Roman Holiday.,A1
Le reste ne m'intéresse pas du tout.,A2
Elle écrit une lettre.,A1
Elle voulait parler : je lui ai demandé de m'écouter.,C2
"Puis, lorsqu'ils eurent croisé le bûcheron, celui-ci les rappela pour leur demander s'ils voulaient un cheval.",C2
"Le marron, également appelé marron, est la couleur du café, de la terre et de l'écorce des arbres.",A1
"De l’autre, l’échec scolaire croissant des garçons.",C1
Alors la fusée explose.,A1
"Ce processus d'homogénéisation s'est renforcé avec l'industrialisation et le progrès scientifique, qui ont imposé de nouveaux modes de communication rapides, simples et pratiques.",C1
"Cela peut arriver à tout moment, mais de préférence lorsqu'un petit rayon de soleil réchauffe votre ordinateur.",B1
"Alors, tout d’abord, quel âge as-tu ?",A2
"Pour devenir membre, il suffit de payer la cotisation à la fédération sportive.",B2
"Tout lui avait été enlevé, elle se retrouvait seule au monde.",B1
"Le directeur financier, sans doute moins heureux qu'il ne le paraissait, a tout abandonné : son travail, son entreprise, sa vie parisienne et son appartement cossu.",C1
On ne peut pas s'en sortir et j'en ai marre.,A2
Vous avez des petites bouteilles d'eau si vous avez soif.,A1
"Voici un extrait de sa conférence à Lannion, le 28 mai 1988",B2
Vous devez habiter au centre de Limoges ou disposer d'une voiture.,A1
Petits et grands peuvent partir à la chasse aux œufs.,B1
"L’invasion de la restauration rapide, la percée des cuisines ethniques, les gens qui ne cuisinent plus par manque de temps, la perte du goût n’expliquent pas tout.",B2
Ils décimèrent les Amérindiens et employèrent des esclaves africains dans leurs mines et plantations.,C1
Je souffre de problèmes de dos.,A2
"A midi, c'est l'heure du déjeuner",A2
"Et je pense quitter et quitter ma maison, car j'élève seule mes trois enfants",A2
Bonjour Abdel et merci pour votre message !,A1
Lequel des deux assouvit le mieux sa passion ?,C1
"Originaire des Saintes, un archipel situé au sud de la Guadeloupe, Gérard-Michel a un parcours pour le moins atypique.",C1
L'actualité fait également la une de la situation en Australie où les autorités font état de dégâts considérables au lendemain d'une nouvelle journée d'incendies.,B1
"Il en résultait à la fois un ardent désir d'indépendance, une grande impatience des liens qui m'entouraient, une terreur invincible d'en nouer de nouveaux.",C2
"L'effondrement de cet ensemble trop immense avait divisé les routes du Vieux Monde, mais laissé des savoirs lointains (Marco Polo) et des demandes devenues insatisfaites (les épices pour les Occidentaux).",C1
Toute défection démocrate doit donc être compensée par un vote républicain.,B2
"Que les Japonais, animistes, ne se soucient pas d'une âme transcendante, ignorent notre mythe et apprécient leurs robots sans réserve confirme l'interprétation proposée.",B2
Je pars.,A1
"Pour ma part, je préfère parfois voir des changements, que voir de simples copier-coller qui respectent trop le livre, mais qui, au final, rendent le film inintéressant, sans originalité.",B2
