id,sentence,difficulty
2809,"Com' est l'abréviation de communication, de commandant, de communion, de commerce - le petit com du coin, ainsi de suite.",B2
2810,"Il doit faire quelques courses, il compte aussi faire un peu de rangement.",A2
2811,C'est un gentil bouledogue qui aime les câlins.,A2
2812,Les professeurs d'anglais préparent des cours sur le sujet et participent à sa diffusion auprès de la jeunesse,B2
2813,Ça a développé je pense instinctivement et naturellement ma créativité en cuisine,C1
2814,"Ce lundi 8 mars, Journée internationale des droits des femmes, les salariés de McDonald's sont à nouveau dans la rue.",C1
2815,"J'ai hâte que tu viennes me rendre visite le mois prochain, pour te montrer mes endroits préférés",A1
2816,"Mais la femme ne flatte pas seulement la vanité sociale de l'homme ; elle lui permet aussi un orgueil plus intime ; il s'enchante de la domination qu'il exerce sur elle ; aux images naturalistes du soc entaillant le sillon se superposent quand la femme est une personne des symboles plus spirituels ; ce n'est pas seulement érotiquement, c'est moralement, intellectuellement que le mari ""forme"" son épouse ; il l'éduque, la marque, lui impose son empreinte ; une des rêveries auxquelles l'homme se complaît, c'est celle de l'imprégnation des choses par sa volonté, du modelage de leur forme, de la pénétration de leur substance : la femme est par excellence la ""pâte molle"" qui se laisse passivement malaxer et façonner ; tout en cédant elle résiste, ce qui permet à l'action masculine de se perpétuer.",C2
2817,Je fais ma toilette et je prends mon petit déjeuner,A1
2818,"Au fils des pages, je doutais qu'ils eussent écrit ces lignes et proses de ses propres mains.",C1
2819,"Le serveur : Oui, ça commence dans quelques minutes !",A2
2820,"Monsieur a été le premier à animer une émission dite ""sérieuse"" à la radio puis à la télévision.",B1
2821,"Le 7 mars 1991, 25 000 réfugiés albanais atteignent le port de Brindisi, dans la région des Pouilles.",C1
2822,"Oui, ça sera tout ?",A1
2823,"Une semaine après le drame, il s'agit de limiter les dégâts",A2
2824,"Un battement de ses paupières, et elle me regarda sans me voir, et ce fut la gloire et le printemps et le soleil et la mer tiède et sa transparence près du rivage et ma jeunesse revenue, et le monde était né, et je sus que personne avant elle, ni Adrienne, ni Aude, ni Isolde, ni les autres de ma splendeur et jeunesse, toutes d'elle annonciatrices et servantes.",C2
2825,"Maintenant que je le connais, je n'ai plus peur !",A2
2826,"Pour conjurer les deux mois de vacances, ils achètent donc leur potion en librairie pour un investissement moyen de 7 euros.",C2
2827,"Pendant une heure et demie, Théo peut penser à autre chose qu'à l'école et s'amuser avec ses amis",A2
2828,"Aujourd'hui ou demain, des robots seront-ils capables de remplacer les hommes au travail?",C2
2829,"Je lui apporte parfois des bonbons, du chocolat ; au début, elle refusait toujours, maintenant, elle les prend, avec un sourire.",B1
2830,C'est le but !,A2
2831,"Aujourd'hui, le quartier ne compte plus que 15 624 résidents à l'année alors qu'ils étaient 27 470 en 2006.",B1
2832,"C'est déjà le lundi, et toute la semaine recommence",A2
2833,Ils sont tellement jolis qu'on a décidé d'en apprendre un par coeur.,A2
2834,Il y a aussi beaucoup d'avantages à vivre en ville,B1
2835,Qui est déjà monté à cheval ?,A2
2836,"Et, pour que rien ne brise l'élan dont il va tâcher de la ressaisir, j'écarte tout obstacle, toute idée étrangère, j'abrite mes oreilles et mon attention contre les bruits de la chambre voisine.",C2
2837,Tu revis des gens que tu eus connus depuis plusieurs années.,C2
2838,"Et toi, quand est-ce que tu rentres à Tours",A2
2839,"J'ai 23 ans, je parle chinois, j'aime la lecture !",A1
2840,"Thomas Garnier s'occupe de la communication numérique du château de Versailles, et c'est lui qui imagine ces petites vidéos ludiques de plus en plus visibles sur les réseaux sociaux.",B2
2841,"Et depuis que nous sommes amis : ""Elle vit d'amour et d'eau fraîche"", ricanent certains dans son dos.",B1
2842,"Seuls les membres de la société de personnes ont la qualité de contribuables, ainsi le revenu et la fortune nets de la société sont attribués proportionnellement aux personnes physiques formant la société.",C1
2843,"Il faut leur faciliter la tâche, quand même, dans les écarts, dans les rythmes.",B2
2844,Le vaccin AstraZeneca est-il en voie de réhabilitation accélérée ?,B2
2845,J'ai hâte de la rencontrer.,A1
2846,"Exilée en permanence, je passe mes nuits à souder les rails qui mènent à l'identité.",C1
2847,"Quand vous voyez toutes ces blessures, tous ces dégâts occasionnés par un cyclone, c'est monumental",C1
2848,"Plus généralement, il accompagne le bouillonnement et le désir de communication immédiate de l'adolescence.",B2
2849,On cherche aussi d'autres alternatives et ça a commencé comme ça à ce moment-là,A2
2850,"C'est pourquoi, il décida de remplacer les habi-tuelles portes automatiques par des portiers en superbe livrée, ce qui donna un caractère très luxueux à cet aéro-port.",C2
2851,Il y avait deux enfants de 14 et 11 ans.,A2
2852,Elle parle anglais et français et elle étudie l'espagnol,A1
2853,Mais cette initiative suscite par ailleurs de nombreuses réticences.,C1
2854,"J'ai trop mangé, j'ai mal au ventre.",A2
2855,"Lave bien le pot de yaourt, il doit être propre!",A1
2856,"Aujourd'hui, avec ma famille (mes parents et mon frère) nous sommes allés au marché de Noël, c'était vraiment incroyable",B1
2857,Un choix difficile mais important : le public français écoute souvent les professionnels de Cannes pour choisir le film qu'il va aller voir au cinéma.,A2
2858,Et c'est ce plus qui nous différencie des autres écoles informatiques.,B1
2859,Je parle beaucoup.,A1
2860,"Elle n'avait pas assez d'yeux pour contempler les costumes, les décors, les personnages, les arbres peints qui tremblaient quand on marchait, et les toques de velours, les manteaux, les épées, toutes ces imaginations qui s'agitaient dans l'harmonie comme dans l'atmosphère d'un autre monde.",C2
2861,Travaillez par groupe de deux personnes.,A1
2862,"A Barcelone, mes parents ont réservé un appartement près de la plage",A1
2863,Je me suis arrêté et je me suis bu une petite bière en terrasse.,A2
2864,Une petite révolution et des chiffres qui parlent tout seuls.,B1
2865,"C'est comme ça, d'ailleurs, que nous sommes devenus amis.",A2
2866,"Par exemple, porter une robe noire avec un foulard de couleur vive, fuschia ou orange ou rouge ou vert, et deux jours après, vous remettez cette robe noire avec d'autres bijoux, un gros collier",B2
2867,J'ai juré de dire la vérité sans concession au bon dieu.,B1
2868,"Je vois trois pommes de terre, mais elles ne sont pas bonnes.",A1
2869,"Par exemple, l'énergie, la santé, les transports ou le climat peuvent être des thèmes de synthèse intégrant la géographie, l'histoire, la chimie, les mathématiques, la physique. tout en étant déclinés sous l'aspect culturel, artistique, juridique, politique ou économique.",C2
2870,"Dans les écoles, les collèges et les lycées publics, le port de signes ou tenues par lesquels les élèves manifestent ostensiblement une appartenance religieuse est interdit.",B2
2871,"Face à cette pression du marché doublée d'une absence de contrôle rationnel, la forêt est-elle condamnée ?",B2
2872,"Des lueurs rouges commençaient à éclater dans le village ; parfois, un long mugissement partait de quelque étable incendiée.",C1
2873,"Je crus y remarquer une impression de regret et de tristesse ; mais elle persistait dans sa résolution, qu'elle m'annonçait comme inébranlable.",C2
2874,"En ce printemps de confinement, les Québécois ont été nombreux à se ruer sur les semis, par crainte que les serres ne restent fermées.",B2
2875,Je voudrais prendre des cours de karaté parce que j'ai un peu peur quand je suis seule le soir,A2
2876,"Forts des expériences, parfois malheureuses, de leurs aînés, certains jeunes anticipent.",C1
2877,J'ai bien reçu ton message,A2
2878,"Pourtant, on a environ 200 entreprises qui sont prêtes à embaucher par vingtaine, trentaine tous les ans et qui ont du mal à recruter des développeurs de qualité.",B2
2879,"Le petit prince, qui me posait beaucoup de questions, ne semblait jamais entendre les miennes.",B1
2880,"""Si toute vie va inévitablement vers sa fin nous devons durant la nôtre, la colorier avec nos couleurs d'amour et d'espoir"", disait Chagall.",B2
2881,Cette actrice américaine aurait disparu de chez elle hier.,B2
2882,"Si vous rencontrez ma soeur, dîtes lui que je viendrai la voir demain.",B1
2883,Il me faut une botte de thym également,C1
2884,"Le réseau social américain veut ""réduire la propagation d'informations potentiellement dangereuses ou trompeuses"", et va mettre en place un système d'avertissement pour ses utilisateurs.",B2
2885,"Ensuite, je vais faire mes courses au supermarché où je vais acheter des fruits et des légumes",A2
2886,"Rien d'extraordinaire quand on vit au sud de l'Europe mais pas en Suède, pays qui n'a pas du tout cette culture de la sécheresse",B1
2887,"Que Céline, au début de Voyage au bout de la nuit, puisse affirmer que son voyage est entièrement imaginaire, cela est judicieux",C2
2888,"La climatisation a longtemps été superflue dans les maisons de retraite mais cet été, on ne pourra pas non plus utiliser de ventilateurs car ils contribuent à diffuser le Coronavirus",B1
2889,"Quoique en Turquie le premier gueux en haillons aille s'asseoir sur le divan des cafés auprès du Turc le plus somptueusement vêtu sans que celui-ci se recule pour éviter à sa manche bordée d'or le contact d'une loque effilochée et graisseuse, cependant certaines classes ont leurs lieux de réceptions habituels, et le café à la fontaine de marbre est un des mieux hantés de la ville.",C1
2890,"Larmoyante et enthousiasmante, aussi cheesy qu'agréable, un brin ringarde autant que brillante, la série propose quelque chose qui va complètement à contre-courant des séries contemporaines, complexes, sombres, souvent très conscientes d'elles-mêmes, mais renoue avec un aspect primordial : la proximité bientôt familière avec des personnages qu'on a envie de suivre jusqu'au bout de leur histoire.",C1
2891,"Sa figure ovale s'était allongée, sa bouche rieuse avait pris ces lignes fermes et arrêtées qui indiquent la résolution",C1
2892,"Et ce qui se passe si, tout d'un coup, nous pensons notre assiette.",A1
2893,Sa vie devint un enfer quand elle eut compris que son mari la trompait,C2
2894,J'aime le café.,A1
2895,"Et ça touche toutes les générations et ça touche tous les métiers : on a des métiers dans la finance, on a des métiers des avocats, les médecins on n'arrête pas de faire des téléconférences et puis il y a tous les gens qui sont en télétravail",B1
2896,J'étais également incapable de distraction et d'étude.,C2
2897,La police cherche le voleur de mon vélo.,A1
2898,"On lui accorda, pour compagnes, et afin de l'aider lors de son accouchement, deux femmes des plus sages furent cloîtrées avec elle.",C2
2899,"Quand les clients viennent, on a l'impression qu'ils viennent dans un endroit féerique",A2
2900,"Les occasions d'opposition, dues aux différences de culture, sont plus nombreuses.",C2
2901,"Mais moi, je l'ai trouvée très jolie.",A2
2902,Ils ont deux enfants : un fils qui s'appelle André et une fille qui est très gentille.,A1
2903,Ce n'est vraiment pas simple de transmettre sa langue lorsqu'on n'est pas dans son pays d'origine !,B1
2904,"La pollution, je dis non, mais à la vie je dis oui, oui",A2
2905,"Si le député avait respecté les électeurs, il aurait démissionné de son plein gré.",B2
